stars,text,clean_text
1,"Ini adalah ulasan terakhir saya setelah 5kali berkunjung dalam beberapa Periode. Mulai dari Awal² viral di 2015 hingga akhir Era Corona.

Jika anda melihat dan membaca ulasan saya, jika anda mengharapkan Jeddih adalah tempat yang indah ? Dan ingin segera mengunjunginya ? Maka segera urungkan niat itu dan coba cari Destinasi wisata yang lain.

Jeddih hari ini tidaklah seindah Jeddih diawal² viral dulu ditahun 2015.

Hari ini jeddih begitu hancur tidak terawat serta banyak sekali pungli.

Jeddih sangat berbeda dengan yang saya kenal dulu masih Batuan kapur yang indah dengan Area perbukitannya yang masih banyak ditumbuhi rumput dan pepohonan hijau.

Kini semua tempat itu telah lenyap. Tidak tersisa sedikitpun hal indah ditempat ini. Yang ada hanyalah Kehancuran dan pungli.

Semoga Madura menawarkan destinasi wisata yang memorable lagi.",ini adalah ulasan terakhir aku setelah kali berkunjung dalam beberapa periode mulai dari awal viral di hingga akhir era corona jika kamu melihat dan membaca ulasan aku jika kamu mengharapkan jeddih adalah tempat yang indah dan ingin segera mengunjunginya maka segera urungkan niat itu dan coba cari destinasi wisata yang lain jeddih hari ini tidaklah seindah jeddih diawal viral dulu ditahun hari ini jeddih begitu hancur tidak terawat serta banyak sekali pungli jeddih sangat berbeda dengan yang aku kenal dulu masih batuan kapur yang indah dengan area perbukitannya yang masih banyak ditumbuhi rumput dan pepohonan hijau kini semua tempat itu telah lenyap tidak tersisa sedikitpun hal indah ditempat ini yang ada hanyalah kehancuran dan pungli semoga madura menawarkan destinasi wisata yang memorable lagi
3,Ketika saya mengunjungi tempat ini karena tergoda dengan foto² Instagram Bukit Jaddhih yg bagus. Nyatanya foto² tsb sangat menipu. Bukit Jaddhih tidak seindah foto² yg ada di Instagram,ketika aku mengunjungi tempat ini karena tergoda dengan foto instagram bukit jaddhih yang bagus nyatanya foto tersebut sangat menipu bukit jaddhih tidak seindah foto yang ada di instagram
3,"Sayang.. Should have been years to build this place.. Skrg malah jadi abandoned tourist's attraction.. Alternatively, bisa jadi tempat uji nyali saking eerie-nya..",sayang should punya been tahun ke build this place sekarang malah jadi abandoned tourists attraction alternatively bisa jadi tempat uji nyali sampai eerienya
1,"Tempatnya, sudah sangat2 jelek sekai, tidak terawat, hanya ada punglinya saja hehe, karena tidak diberi karcis masuk, krn bayar 2x, yg pertama 20rb, kedua masuk ke area parkir perorang 6rb(ini yg tdk ada karcisnya)

mending jgn kesini lg deh, dari jalannya saja sudah sangat jelek, area poto2nya jg udh banyak berkurang,

FYI saya terakhir kesini 2018, msh sangat bagus, banyak tempat spot poto2, danau msh ada airnya dan sangat bagus, ada perahunya, tapi skrg sudah g ada lagi,

mau masuk goa kok ya takut jadinya..

ayo dirawat lg, ntr saya tambahi bintangnya..",tempatnya sudah sangat jelek sekai tidak terawat hanya ada punglinya saja hehe karena tidak diberi karcis masuk karena bayar x yang pertama rb kedua masuk ke area parkir perorang rbini yang tidak ada karcisnya mending jangan kesini lagi deh dari jalannya saja sudah sangat jelek area potonya juga sudah banyak berkurang fyi aku terakhir kesini masih sangat bagus banyak tempat titik foto danau masih ada airnya dan sangat bagus ada perahunya tapi sekarang sudah tidak ada lagi mau masuk goa kok ya takut jadinya ayo dirawat lagi ntr aku tambahi bintangnya
5,"Ya Alhamdulillah bagus bgt pemandangannya tepat kalau tuk hilling bersama temen"" seperjuangan alumni",ya alhamdulilah bagus sekali pemandangannya tepat kalau tuk hilling bersama teman seperjuangan alumni
3,"Good view and guide, with good price, good people Semoga kedepannya continually improvement,  harga lebih murah, dapat lebih banyak, ruangan indoor ber AC agar penjual dan pembeli tidak kepanasan Aamiin",good view dan guide dengan good price good orang semoga kedepannya continually improvement harga lebih murah dapat lebih banyak ruangan indoor ber ac agar penjual dan pembeli tidak kepanasan amin
4,Bagus sih tapi ya gitu abis bayar di pintu masuk nanti beberapa meter kemudian ada loket lagi wkwk. Cuma akses toilet aja yg kurang karena kondisinya juga  di bukit.,bagus sih tapi ya gitu habis bayar di pintu masuk nanti beberapa meter kemudian ada loket lagi wkwk hanya akses toilet saja yang kurang karena kondisinya juga di bukit
5,"Supir amanah dan tak rewel,bisa diajak negosiasi",supir amanah dan tidak rewelbisa diajak negosiasi
3,"Kebanyakan pungli, transport kesana sulit. Tidak ada transportasi umum yg mau menuju kesana krn orang bilang disana daerah rawan.  Akhirnya harus sewa kendaraan angkutan umum brangkat pulang dgn tarif yg mahal.
Sayang sekali, pemandangan cukup bagus dan instagramable tp lingkungan tdk mendukung
Perlu perbaikan jalan jg",kebanyakan pungli transport kesana sulit tidak ada transportasi umum yang mau menuju kesana karena orang bilang disana daerah rawan akhirnya harus sewa kendaraan angkutan umum brangkat pulang dengan tarif yang mahal sayang sekali pemandangan cukup bagus dan instagramable tapi lingkungan tidak mendukung perlu perbaikan jalan juga
5,Apa ada tukang fotonya ya disana??,apa ada tukang fotonya ya disana
5,"Spot foto yg abrakadarba... Awesome.
Makin luas spot fotonya di banding tahun 2022 lalu.",titik foto yang abrakadarba awesome makin luas titik fotonya di banding tahun lalu
4,"Kesini karena nonton konten kreator TT,  ada dua rute yang bisa kearah sana dan saya pilih rute dalam.
Medan jalan ketika sampai disana benar-benar susah dan sepertinya cocok jika pakai mobil 4x4, dan karena di bukit kapur jadi hawanya lebih panas dan terik banget.

+ Ada warung dekat pondok pesantren, jadi ketika haus atau lapar bisa kesana dan penjualnya ramah. Sebisa mungkin bawa perbekalan yang cukup.
+ Kesana waktu jam kerja dan sepi bangett, jadi leluasa mencari spot foto. Namun tetap hati-hati karena tidak ada pagar penghalang dan bisa jatuh kebawah jika ceroboh.

- Kalau berkunjung kesana waktu musim kemarau siap-siap topi dan kacamata karena panas banget dan terik.",kesini karena nonton konten kreator tt ada dua rute yang bisa kearah sana dan aku pilih rute dalam medan jalan ketika sampai disana benarbenar susah dan sepertinya cocok jika pakai mobil x dan karena di bukit kapur jadi hawanya lebih panas dan terik sekali ada warung dekat pondok pesantren jadi ketika haus atau lapar bisa kesana dan penjualnya ramah sebisa mungkin bawa perbekalan yang cukup kesana waktu jam kerja dan sepi sekali jadi leluasa mencari titik foto namun tetap hatihati karena tidak ada pagar penghalang dan bisa jatuh kebawah jika ceroboh kalau berkunjung kesana waktu musim kemarau siapsiap topi dan kacamata karena panas sekali dan terik
5,"Sudah sepi banget, danau buatannya sudah kering.",sudah sepi sekali danau buatannya sudah kering
5,Tempatnya bagus tour gate nya ramah dan sopan2 penjual makanan dan oleh2 juga ramah harga termasuk sama dgn di luaran,tempatnya bagus tour gate nya ramah dan sopan penjual makanan dan oleh juga ramah harga termasuk sama dengan di luaran
5,Salah satu bukit kapur cantik yang sudah mulai dialihkan menjadi tempat wisata berlokasi di bangkalan pulau madura,salah satu bukit kapur cantik yang sudah mulai dialihkan menjadi tempat wisata berlokasi di bangkalan pulau madura
5,"Tempat nya bagus. Instagram-able.

Papan Petunjuk Arah nya tidak ada.

Parkir Mobil 20.000
Parkir Masuk Lokasi 5.000 per org.
Anak saya usia 4 tahun, juga bayar

Air danau kering, tidak spt di YouTube",tempat nya bagus instagramable papan petunjuk arah nya tidak ada parkir mobil parkir masuk lokasi per orang anak aku usia tahun juga bayar air danau kering tidak seperti di youtube
1,Jalan mau masuk ke lokasi susahnya mnt ampun,jalan mau masuk ke lokasi susahnya mnt ampun
5,"Pas hari kerja sepi, sy sampai disini pas siang hari jam 12.30 an.. cuaca pas.musim.panas... panas dan berdebu...

MasyaAllah indah bgt tempat nya.. seneng saya... perjalana kurang lebih 1 jam dari surabaya.. hanagn lupa mampir ke batik tukis dan bebek sinjay",pas hari kerja sepi sy sampai disini pas siang hari jam an cuaca pasmusimpanas panas dan berdebu masyaallah indah sekali tempat nya senang aku perjalana kurang lebih jam dari surabaya hanagn lupa mampir ke batik tukis dan bebek sinjay
2,"Akses ke lokasi jalan bergelombang dan di penuhi debu kapur
Dan lokasinya sudah kurang bagus",akses ke lokasi jalan bergelombang dan di penuhi debu kapur dan lokasinya sudah kurang bagus
5,👍👍👍,
5,"eks lokasi tmbang alam yg mnakjubkan, syangnya sdh tdk terkelola, tdk ada fasilitas apapun dsini untuk wisatawan,
entrance 20k/car, ddlm lg msuk 10k.
jgn kwtir, ddlm msih bs jjan kok.
ad 3 wrung lokal yg msih aktif,",eks lokasi tmbang alam yang mnakjubkan syangnya sdh tidak terkelola tidak ada fasilitas apapun dsini untuk wisatawan entrance kcar ddlm lagi masuk k jangan kwtir ddlm masih bisa jjan kok ada wrung lokal yang masih aktif
5,"Mungkin karena lgi musim kemarau, jadi pas ke lokasi ndak kebagian air di kolam,,, 😆😆😆
But overall pemandangan nya ok banhet, apalagi para guide nya ketika ngarahin dan ngambilin foto serombongan. Gak mengecewakan. Recomended banget pokoknya.",mungkin karena lagi musim kemarau jadi pas ke lokasi ndak kebagian air di kolam but overall pemandangan nya ok banhet apalagi para guide nya ketika ngarahin dan ngambilin foto serombongan tidak mengecewakan recomended sekali pokoknya
4,"Seru, asyik, menegangkan, spot foto yang keren.
Mulai dari bukit, gua dan bekas potongan kapur.

Sayang sekali jalanan menuju lokasi wisata ini tidak terawat. Penjual makanan, snack dan minuman juga ramah dan baik, hanya terlalu umum jualannya, tidak ada makanan atau minuman khas Madura.

Kalau ke sini lebih baik sebelum 10:00 pagi atau sebelum 15:00 sore. Pastikan membawa tripod dan kresek sampah juga.",seru asyik menegangkan titik foto yang keren mulai dari bukit aku dan bekas potongan kapur sayang sekali jalanan menuju lokasi wisata ini tidak terawat penjual makanan snack dan minuman juga ramah dan baik hanya terlalu umum jualannya tidak ada makanan atau minuman khas madura kalau ke sini lebih baik sebelum pagi atau sebelum sore pastikan membawa tripod dan kresek sampah juga
1,Terakhir sya k sana 2 th yg lalu dan d sana sdah banyak perubahan sayang saat itu kita d sarankan untuk naik mobil.pick up padahal kita bawa mobil dan d sampaikan klomparkir penuh ternyata kosong .. semoga pengelola lebih profesional,terakhir aku k sana th yang lalu dan di sana sdah banyak perubahan sayang saat itu kita di sarankan untuk naik mobilpick atas padahal kita bawa mobil dan di sampaikan klomparkir penuh ternyata kosong semoga pengelola lebih profesional
1,Pungli nya ampun.... jauh jauh dari Sidoarjo akhirnya gak jadi masuk padahal bawa saudara dari Bandung.,pungli nya ampun jauh jauh dari sidoarjo akhirnya tidak jadi masuk padahal bawa saudara dari bandung
1,"masuk yang bayar nya dobel dobel, sepi gaada apa-apa..",masuk yang bayar nya dobel dobel sepi tidak ada apaapa
4,Tempatnya lumayan bagus.🤝,tempatnya lumayan bagus
3,"Sebenarnya viewnya bagus. Tapi, waktu terakhir berkunjung...agak kecewa, bukitnya seperti sengaja dibiarkan tidak terawat. Sy kira perlu sekali manajemen pengelolaan yang baik agar mampu menarik banyak wisatawan lagi",sebenarnya viewnya bagus tapi waktu terakhir berkunjungagak kecewa bukitnya seperti sengaja dibiarkan tidak terawat sy kira perlu sekali manajemen pengelolaan yang baik agar mampu menarik banyak wisatawan lagi
3,"Wisata bukit kapur dengan pemandangan yang mantap. Banyak spot foto walau harus agak effort jalan dan naik-naik ke atas. Jalan ke lokasi kurang mulus dan minim direktori, but worth the view. Ada danaunya cuma saya ke sana pas kemarau jadinya kering. Di sepanjang jalannya pun asik buat foto-foto.

Yang bikin saya agak bingung, sekitar beberapa ratus meter menuju Bukit ada yang menarik biaya restribusi sebesar Rp.20k tetapi tidak diberikan tiket. Setelah itu, di dekat Bukit-nya ada seperti pintu masuk dan dikenai biaya lagi. Karena saya naik mobil orang 4, kena 20k dan tidak ada tiketnya juga. Saran untuk pengelola setempat (jika ada) bisa dikoordinasikan dengan pemerintah setempat supaya jelas penarikan retribusinya serta diberi karcis agar tidak terkesan pungli.",wisata bukit kapur dengan pemandangan yang mantap banyak titik foto walau harus agak effort jalan dan naiknaik ke atas jalan ke lokasi kurang mulus dan minim direktori but worth sebuah view ada danaunya hanya aku ke sana pas kemarau jadinya kering di sepanjang jalannya pun asyik buat fotofoto yang bikin aku agak bingung sekitar beberapa ratus meter menuju bukit ada yang menarik biaya restribusi sebesar rpk tetapi tidak diberikan tiket setelah itu di dekat bukitnya ada seperti pintu masuk dan dikenai biaya lagi karena aku naik mobil orang kena k dan tidak ada tiketnya juga saran untuk pengelola setempat jika ada bisa dikoordinasikan dengan pemerintah setempat supaya jelas penarikan retribusinya serta diberi karcis agar tidak terkesan pungli
5,"Pemandangan bagus, untuk berfoto jg bagus. Tetapi perlu ditingkatkan lagi pelayanannya dan fasilitasnya supaya membuat pengunjung lebih nyaman.",pemandangan bagus untuk berfoto juga bagus tetapi perlu ditingkatkan lagi pelayanannya dan fasilitasnya supaya membuat pengunjung lebih nyaman
5,"cocok buat anak-anak, sangat meng edukasi",cocok buat anakanak sangat meng edukasi
1,"Kapok dan ga mau kesini lagi
kang karcis berlapis lapis
untuk plat luar daerah madura Saya saran kan lbh baik jngn ksni",kapok dan tidak mau kesini lagi kang karcis berlapis lapis untuk plat luar daerah madura aku saran kan lebih baik jngn ksni
3,"Sayang yg dket goa itu ga ada airnya pas kesana,🥲🥲 terlihat sudah tidak terawat sperti dulu yg smpet viral2..",sayang yang dket goa itu tidak ada airnya pas kesana terlihat sudah tidak terawat sperti dulu yang smpet viral
3,"Sebenarnya kalo dikelola dengan baik dan maksimal oleh PEMDA setempat, bisa menjadikan penghasilan bagi Rakyat Madura, sayang sampahnya dimana-mana dan tidak terawat. Lokasi masih berdekatan dengan Tambang Kapur Aktif sampai detik ini saya memberikan rating pada 12 Juli 2024. #IlOVEMADURA #ENGKO'TRETANBANGKALAN",sebenarnya kalau dikelola dengan baik dan maksimal oleh pemda setempat bisa menjadikan penghasilan bagi rakyat madura sayang sampahnya dimanamana dan tidak terawat lokasi masih berdekatan dengan tambang kapur aktif sampai detik ini aku memberikan rating pada juli tretanbangkalan
1,"Terlalu banyak pungli,",terlalu banyak pungli
4,Kurang terawat,kurang terawat
1,"Miris lokasi cukup bagus, namun bnyk sekali pemalakan liar, pungli, begal. Akses jalan rusak berdebu tidak terawat.
Pungli sulit ditertibkan karena polisinya takut sama penguasa disana.
Gk akan maju destinasi wisata klo sprti itu, bahkan bisa hancur",miris lokasi cukup bagus namun banyak sekali pemalakan liar pungli begal akses jalan rusak berdebu tidak terawat pungli sulit ditertibkan karena polisinya takut sama penguasa disana tidak akan maju destinasi wisata kalau sprti itu bahkan bisa hancur
1,Rawan bnyk pungli tidak nyaman,rawan banyak pungli tidak nyaman
5,"Tempat wisata yang bagus, area wisata cukup luas, kerenlah tempatnya",tempat wisata yang bagus area wisata cukup luas kerenlah tempatnya
5,Bagus,bagus
1,Banyak  pungli bre,banyak pungli bre
5,"・チョークなどに使われる石灰岩の採石場。
コマツや住友重機のショベルカーが停まっており、採石が現在進行形で進んでいる模様。
・3年くらい前まで“インスタ映え”スポットとして人気だったようだったが、24年現在は閑散としており、ほぼ人気なし。
・道はガタガタで整備されていない。
・入場時に1人20000ルピアを徴収された。
観光地として公営はされてなさそうで、料金は不明瞭。
・乾季のためか他の方の投稿にあるような湖は干上がっていた。
・真っ白な山の色と、採掘作業によって造られた人工的な岩肌の形態が興味深い。
クレーターだらけの月面か、人類滅亡後の世界にでもワープしたかのような、異空間感を味わうことができる。
・バイクで頂上近くまで登るガイドの打診がローカルの方からあったが、歩いて回るだけでも十分見応えがあったので今回はお断りした。
・周辺閑散としておりタクシーを拾うのも難しそうなので、来訪時は自家用車やカーチャーター等で復路の足を事前確保されたい。",
