stars,teks
3,masih belum waktunya jadi tempat wisata penambangan di bukit kapurnya masih aktif jd sptnya masih beresiko masih sangat berdebu apalagi pas kesana kemarin blm ada hujan kolam airnya juga masih kering mungkin beberapa tahun lagi kalau penambangan sdh tidak aktif dan sudah dikembangkan potensinya akses jalan juga masih belum memadai
4,sebenarnya bagus tapi saat kesana cuaca lagi panas sekali jadi rasanya luar biasa
3,tiketnya parkirnya lumayan
4,perlu sentuhan lagi
5,hidden gems a must visit kalau ke madura untuk kesini lebih dekat lewat kampung batik gitu tidak berlikuliku recommended tour guidephotographer namanya saiful anam tiketnya murah sekali per orang rb di dalem ada toilet bersih dan tukang jualan buah dan merch khas madura tolong dibeli kalau bisa borong soalnya murah sekali
2,kesini karena penasaran saja tiket masuk mobil rb nanti masuk ke kawasannya bayar lagi kepala jalan bebatuan karena masih area pertambangan aktif danaunya baru akan ada airnya saat musim hujan jd jangan berharap lihat danau hijau saat musim kemarau
2,perlu lebih banyak dukungan dari pemerintah
5,tempatnya bagus pemandangannya bagus
5,bagus tapi memang panas sekali ya
5,eksotisitu saja
5,baik place dapat guide sangat baik sayangnya kesana pas musim panas jadi danaunya kering saran dari bapak guidenya view terbaik bukit jaddih adalah bulan maret jam sore
4,pernah wisata k sini bagus
5,bukit kapur yang masih aktif ditambang lokasinya luas sekali jalan menuju kesana offroad karena rusak dilewatin truk persiapkna mobil yang ground clearance nya tinggi kalau dari foto promosi ada semacam danau nya tapi kami berkunjung di akhir musim kemarau jadi kering dan berdebu paling nyaman bila sampai di lokasi sblm jam selebih dari itu panas titik fotonya banyak sempat ada beberapa portal warga yang minta uang dikasih saja
4,tempat yang indah tapi sangat panas
3,lampu di jembatan kurang terang mungkin karena ini bukan hari istimewa
5,siang kakak mau tanya apa bus besar bisa sampai di tempat lokasi
4,tempat penambangan kapur jadi wajar jalan menuju lokasi rusak lebih rekom naik sepeda motor nanti sebelum masuk sudah ada orang yang nawarin jd pemandu dan lumayan punya skill untuk bantuin ambil gbr estetik dan buatin video sinematik selain itu dia tidak mematok tarif bayarannya dibayar seikhlasanya waktu aku kemarin kasih rb karena foto dan video yang dia hasilkan memang bagus nanti dia akan memandu untuk cari titik bagus kalau untuk masuknya hanya dikenakan tiket rp per orang tanpa dikenakan biaya parkir lagi didalamnya
4,di kerr
2,jalannya rusak sangat panasss dan sudah berbeda jauh dengan foto saat ada airnya
4,bagus tempatnya buat foto foto apalagi ada jasa foto kakak kakak biaya nya seikhlasnya hasil fotony juga bagus tapi sayang mau masuk sini banyak sekali yang minta tiket masuk sampai x
4,sungguh indah pemandangannya
5,bagus sekali sekarang sudah mulai tertata rapi hanya sayank musim kemarau jadi danaunya kering ada pemandunya yang profesional sekali namanya cak ross jangan lupa kalau kesana hubungi dia rekomen
5,aku batu yang luar biasa tidak jauh dari kota
3,dateng pas akhir pekan buat survey bareng sama truk truk tambang dan jalannya rusak dibantu warga lokal buat nyari jalan yang agak mendingan sampai lokasi airnya surut karena memang tidak ada hujan gersang sekali dan lebih baik bawa masker debu dimana mana
1,masuk lokasi kebanyakan tiket
5,sayang pas kesini air kolamnya tidak ada
5,tempatnya bagus sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur
3,jalan masuk sekitar m sangat bergelombang air didanau kering pada saat musim kemarau
1,aku kasih bintang dulu kalau sudah tidak ada banyak pungli baru aku kasih bintang
1,punya pengalaman yang tidak mengenakan disini yang pertama memang bnyak pungliyg kedua pas ke kamar mandi didekat warung dikasih tau sama pemilik jangan lewat jalur utama banyak begal disuruh lewat jln nyaeh trnyt malah sy diarahkan ke kandang begalnya awalnya ada orang manggil katanya sy belum bayar padahal sudah lah kok kunci motor mau diambil ditunjukin clurit yang disembunyiin di dalam baju kalau tidak mau ngasi hp mau dibacokkalung pun mau ditarikku kasih saja hpnya sama uang rbabis itu ngebut sekali sampai kluar suramadu baru brni berhnti beli minum sampai takutnya ampun harus hati ya kalau kesini
4,pas lagi kemarau danaunya kering
5,sangat bagus
5,salah satu wisata di madura yang wajib sekali dikunjungi nanti kalian akan disuguhi dengan pemandangan batu kapur yang cantikkk sekali warna putih gini ada danaunya juga loh cakep sekali kalau buat foto tapi medan untuk kesini agak jelek karena banyak bebatuan jalannya yang mau liburan ke madura coba kesini deh teman
5,wisata gunung kapur yang indahkalau musim kemarau panas sekali
1,walah walah sedia saja uang yang banyak gan
1,tidak memuaskanpungli kalisampek dalam masih di mintaki uang lagi
1,kurang bagus terutama di bagian tiket terlalu banyak minta uang atau tidak resmi uang masuk rbu katanya sudah gratis sampai tempat sampai tempat masih pungli per orang rbu lagi jlannya rusakdebusepi dan airnya keruhitu pengalaman sayatrimkasih
1,tidak sesuai dengan gambar karcisnya dobeldobel pelayananya tidak sesuai jalanya berdebu
1,karcis nya x mahal potongan seperti preman smua makanya sepi engunjung
4,tempatnya cukup bagus terutama untuk wisata keluarga selalu gunakan masker karena cukup berdebu
5,indah sekali tempatnya jadi destinasi wisata mentah di madura beberapa area memang milik pribadi tapi kamu bisa masuk dengan membeli tiket persiapkan diri kalian dengan debu jika kalian mengunjungi tempat ini
1,kami mengharapkan lebih banyak dari perjalanan panjang dan bergelombang di sana pada dasarnya merupakan lokasi penambangan aktif yang digunakan sebagai objek wisata tidak banyak yang bisa dilihat atau dilakukan di sini pemandangannya juga tidak menakjubkan tetapi penduduk setempat tampaknya terpesona olehnya dan bahkan secara agresif memonopoli tempat foto yang membuat kami bingung
2,hatihati saat membayar tiket masuk dengan pria ini dia mengusulkan untuk mengajakmu berkeliling berfoto dan sebelum membawamu kembali dia akan meminta ribu rupiah dan jika kamu tidak membayarnya dia tidak akan membiarkan kamu pergi inilah yang terjadi pada aku ketika aku pergi ke sana sendirian dan itu cukup menakutkan kecuali itu pemandangannya bagus sekali tapi jalur menuju kesana sangat bergelombang dan berpasir hatihati salam dari belgia
4,biaya masuk mobil rb semoga lanjut ada papan petunjuk jalan ke wisata soalnya kalau pakai maps diputerin jalan kesana lebih baik karena mobil kecil sudah berusaha menghindar tetap gasruk hasil cat mobil di bemper depan ngelupas
5,tebing buatan yang sangat menakjubkanrecomend sekali untuk dikunjungiakses sangat mudah sekitar menit dari jembatan suramadu
4,jadi salah satu alternatif wisata di pulau madura bukit jaddih merupakan tempat bekas galian tambang batu kapur yang sampai saat ini masih beroperasi dibagian lain sdh berubah fungsi menjadi tempat wisata akses kesini lumayan sulit karena jalannya kecil perlu kehatian terutama jika hujan turun akan sedikit licin suasana di sana cukup panas karena minim pepohonan disarankan menggunakan kacamata hitam lebih baik karena akan silau di bawah terik matahari dihamparan bukit kapur yang berwarna putih
5,tempatnya luas cocok untuk digunakan fotofoto lumayan naik turun jalannya disarankan kesini menggunakan sepatu karena kalau musim hujan ditakutkan licin
4,mungkin lebih bagus kesana kalau musim hujan
4,banyak yang nambang buat bahan bangunan
4,tempat yang indah ada guide yang ramah membantu kita
2,jalanan menuju tkp berdebu dan rusaktaman wisata kurang terawat cuaca panas terik
4,tempatnya bagus tapi perjalanan untuk mencapai tempat itu agak bergelombang beberapa ruas jalan bukanlah jalan aspal apalagi saat kamu hampir mencapai kawasan tersebut mereka akan mengenakan biaya rp untuk mobil kamu dan kemudian rporang lagi untuk masuk tempat tersebut merupakan kawasan penambangan batu bata dengan tebing kapur ada juga naik perahu dan mereka membuat banyak aku sehingga menjadikannya tempat yang bagus untuk area fotografi karena banyak penduduk setempat akan pergi ke sana untuk sesi foto ada seorang pria yang menunjukkan tempat itu kepada kami dan dia mengambil banyak foto untuk kami kami hanya memberinya tanda penghargaan
5,luar biasa
5,nunggu rata
4,unik
4,asli bagus sekali tidak tau suka saja tempat yang alam sekali seperti gini sayangnya akses jalannya yang minta ampun jelek sekali belum aspal juga pas masuknya jadi berdebu sekali terus harus bayar tiket x buat masuk mobil bayar k tiket pengunjung k per orang ada kamar mandi tapi yang ada airnya hanya terus tidak ada lampu kalau mau naik perahu juga ada hanya karena kemarin tidak naik jd tidak tau tarifnya berapa
2,sepertinya sekarang tidak ada pengelolaan jd kotor kurang perawatan
5,masuk uang yang punya jalan tambang rb masuk ke parkir rb per orang view bagus sekali tambang batu kapur aktif
5,viewnya bagus bekas area tambang jadi titik foto
4,uhuy mantap
3,sedikit tidak menarik
5,bagus
5,sangat menakjubkan
3,gersang hanya ada bukit kapurbentuknya bgs juga sih bks diambilin terus batunya
5,sangat menarik
5,suasana dan pemandangannya bagus tetapi jalan menuju lokasi kurang baik
3,tidak disarankan jika kamu datang ke sini pada hari kerja saat musim panas fotofoto indah itu hanya terjadi saat musim hujan sehingga kamu akan mendapatkan danau hijau indah yang dikelilingi dinding karst biuuut selama musim panas itu hanya genangan air keruh yang menyedihkan benar guagua tersebut masih menakjubkan untuk dilihat tapi ayolah kita perlu lebih banyak lagi setelah perjalanan panjang yang menantang hatihati di jalan menuju atau menjauhi tempat tersebut banyak jalan bergelombang tidak rata pastikan kendaraan kamu dan kamu mampu melakukannya
5,tempatnya bagus sayang bayarnya mahal
5,bagus
3,tidak banyak yang bisa dilihat di sini
1,datang kesini karena lihat rekomendasi tempat wisata menarik di madura lokasi cukup sulit di lalui karena akses jalan yang sempit untuk pemandangan bagus dan menarik tapi kekurangannya adalah setelah datang kesana ada oknum pungli yang terkesan memaksa untuk ambil uang keamanan padahal di pintu masuk awal sudah bayar oknum seperti masyarakat biasa karena memaksa membuat pengunjung tidak nyaman padahal di sana ada polisi juga yang berjaga mohon untuk pengelola atau pihak kepolisian segera di tindak lanjuti
5,jalan tronah tlokoh kokop bangkalan
5,banyak sekali titik foto yang keren bagus disarankan datang pagisore karena kalau siang panasnya minta ampun
4,aku sangat menyukainya
5,kemarin ke bukit jaddhih karena kebetulan mau jalan ke jembatan suramadu pertama lihat foto dan ulasan di maps sempat buat kurang yakin ke bukit jaddihih tetapi pada saat ke sana sangatlah diluar eksepetasi karena bukit jaddhih sangatlah indah banyak titik foto yang bisa membuat cerita di ig maupun whatsapp penuh dengan foto keindahan bukit jaddhih apalagi disana kemarin kita dibantu fotonya sama kakak hasan dimana kakak hasan adalah orang asli disana dan jago sekali fotonya sudah seperti fotographer terkenal hehehe datang ke sana jam sore spy lebih teduh dan bisa tunggu sampai sunset nya muncul tambah keren habisss pokoknya kalau ke bangkalan jangan lupa singgah ke bukit jaddhih ya teman biaya masuk ke lokasi rb dan di dalam ada biaya masuk tambahan rborang dan sudah termasuk parkir di dalam juga ada orang yang jualan makanan dan minuman serta oleh khas madura seprti gantungan kunci dsb yukss buruan yaaa teman merapat
1,lagi lagi sdm nya penduduk sana toilet tidak ada airnya
5,bagusss
3,tempat wisata ini sangat bagus banyak tempat untuk berfoto bersama keluarga teman dan juga pacar itupun kalau punya pacar hehe cuma pengelolaan nya masih kurang karena setiap tempat yang menjadi pusat untuk berfoto saja masih ada parkir liar padahal sudah bayar tiket masuk masa harus bayar parkir lagi bukannya tidak mau bayar setidaknya buatlah pengunjung nyaman dengan wisata bukit jaddih ini yang salah ya warga sini saja yang bikin kurang nyaman terus pastinya jadi sepi karena mereka sendiri yang buat sperti ini berpikir positif coba jngn lahan parkir melulu coba di atas bukit itu buka warung minuman makanan gitu tapi ya jngn mahal jga yang sesuai ajalah orang kalau k atas kan pasti haus lapar jadi tidak mungkin tidak ada yang beli sekedar saran saja sih di trima alhamdulilah tidak di terima yowes yang pnting di pikir baik dulu daripada sepi dan karena kurang nyaman jga terima kasih
5,lokasi penambangan aktifobjek wisata tidak ada protokol keselamatan yang diterapkan rupiah untuk sepeda motor masuk berbahaya jika kamu tidak berhatihati tetapi menyenangkan jika kamu menyukai petualangan
3,kurang terawat
5,instagramable
4,minggu kemarin ngantar anakanak wisata wisata ini diadakan oleh tpq al firdaus tempat anak pertama belajar tahfidz lokasi yang di foto adalah wisata bukit jadih bangkalan madura pertama kali ke sini tempatnya kesannya panas dan berdebu tapi kemarin adem sejuk dan tidak ada debu tau bata putih yang biasa diangkut pakai truk ngambilnya ada yang dari sini danau ini belum ada tapi setelah diambil untuk bata putih akhirnya terbentuk cekungan air berasal dari air hujan dan air resapan kedalaman danau saat kami naik perahu sekitar cm akses jalan menuju ke sana kurang bagus banyak lubang sana sini wajar sih karena memang masih aktifitas tambang mobil dengan ground clearance rendah harus hati hati parkir mobil rb tiket masuk per orang
5,lanskap yang bgs harga tiket masuk k untuk mobil per orang k
5,bagus
5,wisata lokal yang indah pemanfaatan tambang batu kapur menjadi wisata ada goa buatan bisa lihat sunset di puncak tebing
4,bagus untuk foto
5,setelah nyampe kita disuguhkan hamparan bukit kapur yang indah
5,kesini h hari raya idul fitri jalan agak rusak tapi senang saja suasananya unik dan ramai suara petasan knalpot anak motor khas jaddih bangkalan madura
4,cukup kreatif dengan titik foto instagramable
5,cukup luas dan ada pemandu nya kalau masuk
4,pertama kali kesini pakai google map kalau dari jembatan suramadu nanti arahnya perempatan terus ke kiri nanti jalannya agak kecil sih kalau naik mobil papasan agak mepet jalannya juga belum terlalu baik masih berlubang parkir masuk per motor ini lebih ke pemandangan bekas tambang cuacanya terikk sekali waktu itu tidak ada tempat teduh foto yang ada danaunya ada pantulan sinar matahari jadi bagus oh ya ada wisata goa pote juga masuk per orang tapi tidak ada karcisnya beli oleh juga boleh di deket goa ada gatungan kunci serba ribu tulisannya suramadu dan ada gantungan clurit baju madura juga ada
4,bagus buat foto rekomendasi kesini pagi atau sore sekalian tutup jam
1,akses jalan sangat tidak bagus baru sampai sudah diikutin orang mungkin warga lokal tapi bikin risih saja karena ngikutin terus dan terkesan maksa kalau memang niatnya dijadikan destinasi wisata harusnya dapat perhatian dari pemerintah setempat
